ChEMBL ID,Name,UniProt Accessions,Type,Organism,Compounds,Activities,Tax ID,Species Group Flag
CHEMBL3286,Urokinase-type plasminogen activator,P00749,SINGLE PROTEIN,Homo sapiens,1717,2009,9606,FALSE
CHEMBL1741174,Acylamino-acid-releasing enzyme,P13798,SINGLE PROTEIN,Homo sapiens,8,14,9606,FALSE
CHEMBL2318,ADAMTS4,O75173,SINGLE PROTEIN,Homo sapiens,351,401,9606,FALSE
CHEMBL2954,Cathepsin S,P25774,SINGLE PROTEIN,Homo sapiens,2664,3212,9606,FALSE
CHEMBL1944496,Proteasome subunit beta type-6,P28072,SINGLE PROTEIN,Homo sapiens,2,3,9606,FALSE
CHEMBL2111412,Coagulation factor VII and X,P00742|P08709,SELECTIVITY GROUP,Homo sapiens,116,116,9606,FALSE
CHEMBL333,Matrix metalloproteinase-2,P08253,SINGLE PROTEIN,Homo sapiens,5437,6377,9606,FALSE
CHEMBL4610,Xaa-Pro aminopeptidase 2,O43895,SINGLE PROTEIN,Homo sapiens,21,41,9606,FALSE
CHEMBL1938226,Matrix metalloproteinase-20,O60882,SINGLE PROTEIN,Homo sapiens,10,10,9606,FALSE
CHEMBL2552,Carboxypeptidase B,P15086,SINGLE PROTEIN,Homo sapiens,100,100,9606,FALSE
CHEMBL2617,Tryptase beta-1,Q15661,SINGLE PROTEIN,Homo sapiens,267,295,9606,FALSE
CHEMBL5982,ADAM9,Q13443,SINGLE PROTEIN,Homo sapiens,76,81,9606,FALSE
CHEMBL248,Leukocyte elastase,P08246,SINGLE PROTEIN,Homo sapiens,5119,8101,9606,FALSE
CHEMBL4523970,MMP-2/MMP-13,P08253|P45452,SELECTIVITY GROUP,Homo sapiens,83,85,9606,FALSE
CHEMBL2525,Beta secretase 2,Q9Y5Z0,SINGLE PROTEIN,Homo sapiens,1566,1716,9606,FALSE
CHEMBL2331048,Transmembrane protease serine 4,Q9NRS4,SINGLE PROTEIN,Homo sapiens,81,563,9606,FALSE
CHEMBL2111441,Cathepsin (H and K),P09668|P43235,SELECTIVITY GROUP,Homo sapiens,64,64,9606,FALSE
CHEMBL2157854,Ubiquitin carboxyl-terminal hydrolase 8,P40818,SINGLE PROTEIN,Homo sapiens,20,27,9606,FALSE
CHEMBL2111321,Matrix metalloproteinase (2 and 3),P08254|P08253,SELECTIVITY GROUP,Homo sapiens,53,56,9606,FALSE
CHEMBL2111477,Thrombin and coagulation factor VII,P00734|P08709,SELECTIVITY GROUP,Homo sapiens,162,175,9606,FALSE
CHEMBL1741213,Sentrin-specific protease 7,Q9BQF6,SINGLE PROTEIN,Homo sapiens,988,1072,9606,FALSE
CHEMBL2442,Kallikrein 2,P20151,SINGLE PROTEIN,Homo sapiens,21,35,9606,FALSE
CHEMBL3713453,Bone morphogenetic protein 10,O95393,SINGLE PROTEIN,Homo sapiens,,,9606,FALSE
CHEMBL4523987,Chymotrypsin,Q99895|P17538|P40313|Q6GPI1,PROTEIN FAMILY,Homo sapiens,106,120,9606,FALSE
CHEMBL6159,Ubiquitin carboxyl-terminal hydrolase isozyme L1,P09936,SINGLE PROTEIN,Homo sapiens,48,58,9606,FALSE
CHEMBL3295,Pepsin A,P0DJD9,SINGLE PROTEIN,Homo sapiens,58,59,9606,FALSE
CHEMBL3000,Elastase 1,Q9UNI1,SINGLE PROTEIN,Homo sapiens,33,39,9606,FALSE
CHEMBL1741215,Sentrin-specific protease 6,Q9GZR1,SINGLE PROTEIN,Homo sapiens,991,1072,9606,FALSE
CHEMBL209,Trypsin I,P07477,SINGLE PROTEIN,Homo sapiens,2039,2304,9606,FALSE
CHEMBL3308,Caspase-6,P55212,SINGLE PROTEIN,Homo sapiens,1062,1213,9606,FALSE
CHEMBL2095216,Collagenase,P08253|P14780|P22894|P45452|P03956,PROTEIN FAMILY,Homo sapiens,150,153,9606,FALSE
CHEMBL3885625,Proteasome subunit beta type-1/beta type-5,P20618|P28074,PROTEIN FAMILY,Homo sapiens,1,2,9606,FALSE
CHEMBL2111357,Calpain 1,P04632|P07384,PROTEIN COMPLEX,Homo sapiens,175,176,9606,FALSE
CHEMBL6195,Ubiquitin carboxyl-terminal hydrolase isozyme L3,P15374,SINGLE PROTEIN,Homo sapiens,28,34,9606,FALSE
CHEMBL4873,Chymotrypsin-like protease CTRL-1,P40313,SINGLE PROTEIN,Homo sapiens,21,25,9606,FALSE
CHEMBL2189131,Retinoid-inducible serine carboxypeptidase,Q9HB40,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL3965,Leucine aminopeptidase,P28838,SINGLE PROTEIN,Homo sapiens,163,179,9606,FALSE
CHEMBL2406900,Ubiquitin carboxyl-terminal hydrolase 4,Q13107,SINGLE PROTEIN,Homo sapiens,7,7,9606,FALSE
CHEMBL4520,Dipeptidyl peptidase III,Q9NY33,SINGLE PROTEIN,Homo sapiens,10,10,9606,FALSE
CHEMBL2111380,Cathepsin (L and K),P43235|P07711,SELECTIVITY GROUP,Homo sapiens,98,103,9606,FALSE
CHEMBL2386,Chymotrypsin C,Q99895,SINGLE PROTEIN,Homo sapiens,325,380,9606,FALSE
CHEMBL3831289,Caspase,P49662|P55211|P42574|P51878|P55212|P55210|Q14790|P29466|P42575|Q92851|P31944|Q6UXS9,PROTEIN FAMILY,Homo sapiens,2,2,9606,FALSE
CHEMBL2096988,Thrombin & trypsin,P00734|P07477|P07478|P35030,SELECTIVITY GROUP,Homo sapiens,257,271,9606,FALSE
CHEMBL3308923,Proteasome subunit beta type-3,P49720,SINGLE PROTEIN,Homo sapiens,8,72,9606,FALSE
CHEMBL3913,Complement C1s,P09871,SINGLE PROTEIN,Homo sapiens,176,188,9606,FALSE
CHEMBL2443,Kallikrein 7,P49862,SINGLE PROTEIN,Homo sapiens,500,624,9606,FALSE
CHEMBL3492,Proteasome Macropain subunit,P49721,SINGLE PROTEIN,Homo sapiens,686,999,9606,FALSE
CHEMBL1944,Neprilysin,P08473,SINGLE PROTEIN,Homo sapiens,677,810,9606,FALSE
CHEMBL3131,Caspase-5,P51878,SINGLE PROTEIN,Homo sapiens,87,109,9606,FALSE
CHEMBL1873,Tissue-type plasminogen activator,P00750,SINGLE PROTEIN,Homo sapiens,966,1055,9606,FALSE
CHEMBL2136,Pepsinogen C,P20142,SINGLE PROTEIN,Homo sapiens,49,51,9606,FALSE
CHEMBL1741195,Enteropeptidase,P98073,SINGLE PROTEIN,Homo sapiens,557,731,9606,FALSE
CHEMBL4185,Xaa-Pro dipeptidase,P12955,SINGLE PROTEIN,Homo sapiens,67,89,9606,FALSE
CHEMBL2111424,Coagulation factor IX and X,P00740|P00742,SELECTIVITY GROUP,Homo sapiens,90,91,9606,FALSE
CHEMBL4955,Tryptase gamma,Q9NRR2,SINGLE PROTEIN,Homo sapiens,13,16,9606,FALSE
CHEMBL2200,Matrix metalloproteinase 16,P51512,SINGLE PROTEIN,Homo sapiens,74,79,9606,FALSE
CHEMBL2157851,Ubiquitin carboxyl-terminal hydrolase 47,Q96K76,SINGLE PROTEIN,Homo sapiens,42,43,9606,FALSE
CHEMBL1795103,Matrix metalloproteinase-25,Q9NPA2,SINGLE PROTEIN,Homo sapiens,11,11,9606,FALSE
CHEMBL4270,Matrix metalloproteinase 10,P09238,SINGLE PROTEIN,Homo sapiens,291,346,9606,FALSE
CHEMBL4523971,MMP-2/MMP-14,P50281|P08253,SELECTIVITY GROUP,Homo sapiens,10,10,9606,FALSE
CHEMBL4683,Fibroblast activation protein alpha,Q12884,SINGLE PROTEIN,Homo sapiens,675,811,9606,FALSE
CHEMBL2937,Matrix metalloproteinase 17,Q9ULZ9,SINGLE PROTEIN,Homo sapiens,23,28,9606,FALSE
CHEMBL3739253,CAAX prenyl protease 1 homolog,O75844,SINGLE PROTEIN,Homo sapiens,37,44,9606,FALSE
CHEMBL4073,Matrix metalloproteinase 7,P09237,SINGLE PROTEIN,Homo sapiens,883,989,9606,FALSE
CHEMBL2433,Prohormone convertase 2,P16519,SINGLE PROTEIN,Homo sapiens,8,8,9606,FALSE
CHEMBL4523972,MMP-2/MMP-9,P08253|P14780,SELECTIVITY GROUP,Homo sapiens,114,115,9606,FALSE
CHEMBL4611,Complement C1r,P00736,SINGLE PROTEIN,Homo sapiens,119,228,9606,FALSE
CHEMBL4393,Matrix metalloproteinase 12,P39900,SINGLE PROTEIN,Homo sapiens,887,1053,9606,FALSE
CHEMBL2223,Gamma-glutamyl hydrolase,Q92820,SINGLE PROTEIN,Homo sapiens,4,4,9606,FALSE
CHEMBL2232,Subtilisin/kexin type 7,Q16549,SINGLE PROTEIN,Homo sapiens,25,37,9606,FALSE
CHEMBL2111422,Matrix metalloproteinase (1 and 13),P45452|P03956,SELECTIVITY GROUP,Homo sapiens,149,154,9606,FALSE
CHEMBL2176776,Sentrin-specific protease 2,Q9HC62,SINGLE PROTEIN,Homo sapiens,58,59,9606,FALSE
CHEMBL3439,Aminopeptidase A,Q07075,SINGLE PROTEIN,Homo sapiens,69,70,9606,FALSE
CHEMBL3031,Kallikrein 11,Q9UBX7,SINGLE PROTEIN,Homo sapiens,7,7,9606,FALSE
CHEMBL1293227,Ubiquitin carboxyl-terminal hydrolase 2,O75604,SINGLE PROTEIN,Homo sapiens,8118,8784,9606,FALSE
CHEMBL3272,Cathepsin L2,O60911,SINGLE PROTEIN,Homo sapiens,237,268,9606,FALSE
CHEMBL4930,Granzyme K,P49863,SINGLE PROTEIN,Homo sapiens,15,19,9606,FALSE
CHEMBL4551,Trypsin III,P35030,SINGLE PROTEIN,Homo sapiens,36,45,9606,FALSE
CHEMBL4793,Dipeptidyl peptidase IX,Q86TI2,SINGLE PROTEIN,Homo sapiens,1469,1618,9606,FALSE
CHEMBL2096989,Angiotensin-converting enzyme,P12821|Q9BYF1,PROTEIN FAMILY,Homo sapiens,61,76,9606,FALSE
CHEMBL1926496,Bone morphogenetic protein 2,P12643,SINGLE PROTEIN,Homo sapiens,8,45,9606,FALSE
CHEMBL2111469,Dipeptidyl peptidase II and dipeptidyl peptidase IV (DPP2 and DPP4),P27487|Q9UHL4,SELECTIVITY GROUP,Homo sapiens,91,94,9606,FALSE
CHEMBL3831223,Aminopeptidase,P15144|P55786|Q9H4A4|P53582|Q9UIQ6|Q9ULA0|Q07075|Q9NQW7|P28838|P50579|O43895|Q6P179|Q9NZ08|Q6Q4G3|Q8N6M6|Q6UB28|Q8NDH3|Q9HAU8|Q9NQH7,PROTEIN FAMILY,Homo sapiens,1,1,9606,FALSE
CHEMBL1741207,Sentrin-specific protease 8,Q96LD8,SINGLE PROTEIN,Homo sapiens,1263,1687,9606,FALSE
CHEMBL3038466,Calpain1/2,P17655|P07384,PROTEIN FAMILY,Homo sapiens,8,14,9606,FALSE
CHEMBL2111368,Cathepsin (S and K),P25774|P43235,SELECTIVITY GROUP,Homo sapiens,91,92,9606,FALSE
CHEMBL4742277,Cereblon/Ubiquitin carboxyl-terminal hydrolase 8,P40818|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,1,1,9606,FALSE
CHEMBL3736,Angiotensin-converting enzyme 2,Q9BYF1,SINGLE PROTEIN,Homo sapiens,123,143,9606,FALSE
CHEMBL1989,Renal dipeptidase,P16444,SINGLE PROTEIN,Homo sapiens,55,55,9606,FALSE
CHEMBL4796,Beta-chymotrypsin,P17538,SINGLE PROTEIN,Homo sapiens,188,261,9606,FALSE
CHEMBL4861,Subtilisin/kexin type 4,Q6UW60,SINGLE PROTEIN,Homo sapiens,6,6,9606,FALSE
CHEMBL2826,Subtilisin/kexin type 5,Q92824,SINGLE PROTEIN,Homo sapiens,16,16,9606,FALSE
CHEMBL2226,Caspase-4,P49662,SINGLE PROTEIN,Homo sapiens,64,79,9606,FALSE
CHEMBL4307,Granzyme A,P12544,SINGLE PROTEIN,Homo sapiens,51,66,9606,FALSE
CHEMBL4523609,Epoxide hydrolase 1/Bifunctional epoxide hydrolase 2,P07099|P34913,PROTEIN FAMILY,Homo sapiens,4,8,9606,FALSE
CHEMBL1795140,Transmembrane protease serine 2,O15393,SINGLE PROTEIN,Homo sapiens,5,7,9606,FALSE
CHEMBL2111379,Thrombin and urokinase-type plasminogen activator,P00734|P00749,SELECTIVITY GROUP,Homo sapiens,29,31,9606,FALSE
CHEMBL2225,Cathepsin H,P09668,SINGLE PROTEIN,Homo sapiens,160,179,9606,FALSE
CHEMBL2346492,A disintegrin and metalloproteinase with thrombospondin motifs 13,Q76LX8,SINGLE PROTEIN,Homo sapiens,4,4,9606,FALSE
CHEMBL2609,NAALADase II,Q9Y3Q0,SINGLE PROTEIN,Homo sapiens,20,20,9606,FALSE
CHEMBL2016,Coagulation factor IX,P00740,SINGLE PROTEIN,Homo sapiens,850,894,9606,FALSE
CHEMBL2095193,Tryptase,Q9BZJ3|Q15661|Q9NRR2,PROTEIN FAMILY,Homo sapiens,305,329,9606,FALSE
CHEMBL1938214,Matrix metalloproteinase-19,Q99542,SINGLE PROTEIN,Homo sapiens,7,7,9606,FALSE
CHEMBL3092,Cathepsin E,P14091,SINGLE PROTEIN,Homo sapiens,144,179,9606,FALSE
CHEMBL4943,Kallikrein 12,Q9UKR0,SINGLE PROTEIN,Homo sapiens,4,5,9606,FALSE
CHEMBL5350,Bone morphogenetic protein 4,P12644,SINGLE PROTEIN,Homo sapiens,33,33,9606,FALSE
CHEMBL5991,Caspase-14,P31944,SINGLE PROTEIN,Homo sapiens,7,8,9606,FALSE
CHEMBL2335,Lysosomal Pro-X carboxypeptidase,P42785,SINGLE PROTEIN,Homo sapiens,469,566,9606,FALSE
CHEMBL2111449,Coagulation factor X/antithrombin III,P01008|P00742,PROTEIN COMPLEX,Homo sapiens,6,28,9606,FALSE
CHEMBL1795139,Transmembrane protease serine 6,Q8IU80,SINGLE PROTEIN,Homo sapiens,188,205,9606,FALSE
CHEMBL2111390,Beta-secretase (BACE),Q9Y5Z0|P56817,PROTEIN FAMILY,Homo sapiens,56,58,9606,FALSE
CHEMBL2645,Mast cell carboxypeptidase A,P15088,SINGLE PROTEIN,Homo sapiens,9,9,9606,FALSE
CHEMBL4523984,MMP-1/MMP-2,P08253|P03956,SELECTIVITY GROUP,Homo sapiens,81,81,9606,FALSE
CHEMBL4071,Cathepsin G,P08311,SINGLE PROTEIN,Homo sapiens,1395,2298,9606,FALSE
CHEMBL3430885,Ubiquitin carboxyl-terminal hydrolase 1/WD repeat-containing protein 48,O94782|Q8TAF3,PROTEIN COMPLEX,Homo sapiens,91,104,9606,FALSE
CHEMBL4707,Matrix metalloproteinase 26,Q9NRE1,SINGLE PROTEIN,Homo sapiens,22,23,9606,FALSE
CHEMBL4244,Legumain,Q99538,SINGLE PROTEIN,Homo sapiens,185,235,9606,FALSE
CHEMBL4812,Kallikrein 8,O60259,SINGLE PROTEIN,Homo sapiens,40,46,9606,FALSE
CHEMBL3347256,Proteasome subunit beta type-7,Q99436,SINGLE PROTEIN,Homo sapiens,8,8,9606,FALSE
CHEMBL3038,Carboxypeptidase M,P14384,SINGLE PROTEIN,Homo sapiens,10,13,9606,FALSE
CHEMBL4296076,Coagulation factor IX/VIII,P00740|P00451,PROTEIN COMPLEX,Homo sapiens,13,24,9606,FALSE
CHEMBL5133,ADAMTS1,Q9UHI8,SINGLE PROTEIN,Homo sapiens,30,32,9606,FALSE
CHEMBL5050,Matrix metalloproteinase-24,Q9Y5R2,SINGLE PROTEIN,Homo sapiens,6,6,9606,FALSE
CHEMBL3782,Xaa-Pro aminopeptidase 1,Q9NQW7,SINGLE PROTEIN,Homo sapiens,64,90,9606,FALSE
CHEMBL3407316,Ubiquitin carboxyl-terminal hydrolase isozyme L5,Q9Y5K5,SINGLE PROTEIN,Homo sapiens,22,31,9606,FALSE
CHEMBL2867,Matrix metalloproteinase 11,P24347,SINGLE PROTEIN,Homo sapiens,14,15,9606,FALSE
CHEMBL4160,Cathepsin Z,Q9UBR2,SINGLE PROTEIN,Homo sapiens,57,64,9606,FALSE
CHEMBL3976,Dipeptidyl peptidase II,Q9UHL4,SINGLE PROTEIN,Homo sapiens,1747,1999,9606,FALSE
CHEMBL4657,Dipeptidyl peptidase VIII,Q6V1X1,SINGLE PROTEIN,Homo sapiens,1949,2132,9606,FALSE
CHEMBL3898,Bone morphogenetic protein 1,P13497,SINGLE PROTEIN,Homo sapiens,834,1282,9606,FALSE
CHEMBL6153,Threonine aspartase 1,Q9H6P5,SINGLE PROTEIN,Homo sapiens,21,30,9606,FALSE
CHEMBL3202,Prolyl endopeptidase,P48147,SINGLE PROTEIN,Homo sapiens,742,1173,9606,FALSE
CHEMBL1892,Glutamate carboxypeptidase II,Q04609,SINGLE PROTEIN,Homo sapiens,390,598,9606,FALSE
CHEMBL2111401,Thrombin and coagulation factor X,P00734|P00742,SELECTIVITY GROUP,Homo sapiens,140,145,9606,FALSE
CHEMBL3286078,Bone morphogenetic protein 6,P22004,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL5610,Prostasin,Q16651,SINGLE PROTEIN,Homo sapiens,25,25,9606,FALSE
CHEMBL4879435,Proteasome subunit beta type-4,P28070,SINGLE PROTEIN,Homo sapiens,5,5,9606,FALSE
CHEMBL3885517,Apoptotic protease-activating factor 1/Caspase-3/Caspase-9/Cytochrome c,P55211|P42574|O14727|P99999,PROTEIN COMPLEX,Homo sapiens,6,6,9606,FALSE
CHEMBL2176771,Complement factor D,P00746,SINGLE PROTEIN,Homo sapiens,1171,1297,9606,FALSE
CHEMBL6158,Ubiquitin carboxyl-terminal hydrolase 5,P45974,SINGLE PROTEIN,Homo sapiens,58,94,9606,FALSE
CHEMBL1944495,Proteasome subunit beta type-9,P28065,SINGLE PROTEIN,Homo sapiens,185,297,9606,FALSE
CHEMBL2099,Prostate specific antigen,P07288,SINGLE PROTEIN,Homo sapiens,112,150,9606,FALSE
CHEMBL1907,Aminopeptidase N,P15144,SINGLE PROTEIN,Homo sapiens,700,862,9606,FALSE
CHEMBL3776,Caspase-8,Q14790,SINGLE PROTEIN,Homo sapiens,846,1004,9606,FALSE
CHEMBL5028,ADAM10,O14672,SINGLE PROTEIN,Homo sapiens,227,369,9606,FALSE
CHEMBL3900,Leukocyte proteinase 3,P24158,SINGLE PROTEIN,Homo sapiens,171,200,9606,FALSE
CHEMBL2738,Acrosin,P10323,SINGLE PROTEIN,Homo sapiens,259,277,9606,FALSE
CHEMBL4444,Vitamin K-dependent protein C,P04070,SINGLE PROTEIN,Homo sapiens,411,491,9606,FALSE
CHEMBL4588,Matrix metalloproteinase 8,P22894,SINGLE PROTEIN,Homo sapiens,1656,1857,9606,FALSE
CHEMBL4208,Proteasome component C5,P20618,SINGLE PROTEIN,Homo sapiens,591,904,9606,FALSE
CHEMBL2821,Coagulation factor XII,P00748,SINGLE PROTEIN,Homo sapiens,1269,1440,9606,FALSE
CHEMBL283,Matrix metalloproteinase 3,P08254,SINGLE PROTEIN,Homo sapiens,2738,3330,9606,FALSE
CHEMBL3991,Coagulation factor VII,P08709,SINGLE PROTEIN,Homo sapiens,754,916,9606,FALSE
CHEMBL2409,Epoxide hydratase,P34913,SINGLE PROTEIN,Homo sapiens,2635,3684,9606,FALSE
CHEMBL2611,Furin,P09958,SINGLE PROTEIN,Homo sapiens,679,740,9606,FALSE
CHEMBL5043,Endoplasmic reticulum aminopeptidase 2,Q6P179,SINGLE PROTEIN,Homo sapiens,317,351,9606,FALSE
CHEMBL2157853,Ubiquitin carboxyl-terminal hydrolase 28,Q96RU2,SINGLE PROTEIN,Homo sapiens,254,256,9606,FALSE
CHEMBL3831201,20S proteasome,P49721|P20618|P28074|P28062|P28065|P28072|P25786|P25787|P25788|P25789|P28066|P60900|O14818|Q8TAA3|P40306|A5LHX3|P49720|P28070|Q99436,PROTEIN COMPLEX,Homo sapiens,220,323,9606,FALSE
CHEMBL2382,Calpain 2,P17655,SINGLE PROTEIN,Homo sapiens,171,185,9606,FALSE
CHEMBL2517,Cathepsin F,Q9UBX1,SINGLE PROTEIN,Homo sapiens,62,62,9606,FALSE
CHEMBL321,Matrix metalloproteinase 9,P14780,SINGLE PROTEIN,Homo sapiens,4881,6565,9606,FALSE
CHEMBL4447,Kallikrein 5,Q9Y337,SINGLE PROTEIN,Homo sapiens,185,284,9606,FALSE
CHEMBL3885505,Matrix metalloproteinase 2/9,P08253|P14780,PROTEIN FAMILY,Homo sapiens,2,2,9606,FALSE
CHEMBL5890,Endothelin-converting enzyme 2,P0DPD6,SINGLE PROTEIN,Homo sapiens,5,7,9606,FALSE
CHEMBL3018,Matriptase,Q9Y5Y6,SINGLE PROTEIN,Homo sapiens,488,617,9606,FALSE
CHEMBL3468,Caspase-7,P55210,SINGLE PROTEIN,Homo sapiens,3034,3144,9606,FALSE
CHEMBL3885564,Dipeptidyl peptidase 8/9,Q6V1X1|Q86TI2,PROTEIN FAMILY,Homo sapiens,22,22,9606,FALSE
CHEMBL2644,Carboxypeptidase A4,Q9UI42,SINGLE PROTEIN,Homo sapiens,11,11,9606,FALSE
CHEMBL2951,Subtilisin/kexin type 6,P29122,SINGLE PROTEIN,Homo sapiens,157,162,9606,FALSE
CHEMBL2761,Aspartyl aminopeptidase,Q9ULA0,SINGLE PROTEIN,Homo sapiens,9,9,9606,FALSE
CHEMBL286,Renin,P00797,SINGLE PROTEIN,Homo sapiens,3350,5160,9606,FALSE
CHEMBL6156,Tripeptidyl-peptidase 2,P29144,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4068,Chymase,P23946,SINGLE PROTEIN,Homo sapiens,642,724,9606,FALSE
CHEMBL2432,Aminopeptidase B,Q9H4A4,SINGLE PROTEIN,Homo sapiens,13,13,9606,FALSE
CHEMBL4448,Kallikrein 6,Q92876,SINGLE PROTEIN,Homo sapiens,105,142,9606,FALSE
CHEMBL2095204,Trypsin,P07477|P07478|P35030,PROTEIN FAMILY,Homo sapiens,1895,2050,9606,FALSE
CHEMBL1795138,Transmembrane protease serine 11D,O60235,SINGLE PROTEIN,Homo sapiens,53,59,9606,FALSE
CHEMBL3739248,Ubiquitin carboxyl-terminal hydrolase 17,Q6R6M4,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL3706,ADAM17,P78536,SINGLE PROTEIN,Homo sapiens,2594,3534,9606,FALSE
CHEMBL3885586,Hepatocyte growth factor activator/Serine protease hepsin/Suppressor of tumorigenicity 14 protein,Q9Y5Y6|P05981|Q04756,PROTEIN FAMILY,Homo sapiens,4,4,9606,FALSE
CHEMBL2007629,26S proteasome non-ATPase regulatory subunit 14,O00487,SINGLE PROTEIN,Homo sapiens,446,475,9606,FALSE
CHEMBL2079849,Serine protease hepsin,P05981,SINGLE PROTEIN,Homo sapiens,197,242,9606,FALSE
CHEMBL6115,Lysosomal protective protein,P10619,SINGLE PROTEIN,Homo sapiens,905,919,9606,FALSE
CHEMBL3407317,Ubl carboxyl-terminal hydrolase 18,Q9UMW8,SINGLE PROTEIN,Homo sapiens,3,5,9606,FALSE
CHEMBL4884,Caspase-2,P42575,SINGLE PROTEIN,Homo sapiens,109,171,9606,FALSE
CHEMBL2111419,Coagulation factor X and plasma kallikrein,P03952|P00742,SELECTIVITY GROUP,Homo sapiens,30,30,9606,FALSE
