ChEMBL ID,Name,UniProt Accessions,Type,Organism,Compounds,Activities,Tax ID,Species Group Flag
CHEMBL4523642,Rho GEF 11/Transforming protein RhoA,P61586|O15085,PROTEIN COMPLEX,Homo sapiens,1,1,9606,FALSE
CHEMBL4739862,Interferon-induced helicase C domain-containing protein 1,Q9BYX4,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL3590,Hormone sensitive lipase,Q05469,SINGLE PROTEIN,Homo sapiens,365,502,9606,FALSE
CHEMBL3865,Beta-glucosidase cytosolic,Q9H227,SINGLE PROTEIN,Homo sapiens,57,61,9606,FALSE
CHEMBL2189127,Monoacylglycerol lipase ABHD6,Q9BV23,SINGLE PROTEIN,Homo sapiens,241,318,9606,FALSE
CHEMBL4523650,Proto-oncogene DBL/Transforming protein RhoA,P61586|P10911,PROTEIN COMPLEX,Homo sapiens,1,1,9606,FALSE
CHEMBL2608,Lysosomal alpha-glucosidase,P10253,SINGLE PROTEIN,Homo sapiens,22301,35628,9606,FALSE
CHEMBL3351194,Alkaline ceramidase 1,Q8TDN7,SINGLE PROTEIN,Homo sapiens,2,5,9606,FALSE
CHEMBL3136,Sarcoplasmic/endoplasmic reticulum calcium ATPase 1,O14983,SINGLE PROTEIN,Homo sapiens,45,55,9606,FALSE
CHEMBL2311229,Vacuolar protein sorting-associated protein 4B,O75351,SINGLE PROTEIN,Homo sapiens,4,5,9606,FALSE
CHEMBL2331051,Palmitoyl-protein thioesterase 1,P50897,SINGLE PROTEIN,Homo sapiens,5,6,9606,FALSE
CHEMBL3714412,Toll-like receptor 1,Q15399,SINGLE PROTEIN,Homo sapiens,5,5,9606,FALSE
CHEMBL6122,Group XIIA secretory phospholipase A2,Q9BZM1,SINGLE PROTEIN,Homo sapiens,11,11,9606,FALSE
CHEMBL3313834,Ectonucleoside triphosphate diphosphohydrolase 4,Q9Y227,SINGLE PROTEIN,Homo sapiens,9,9,9606,FALSE
CHEMBL4834,Cytosolic phospholipase A2 gamma,Q9UP65,SINGLE PROTEIN,Homo sapiens,9,9,9606,FALSE
CHEMBL2331067,Alkaline ceramidase 2,Q5QJU3,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL3038485,Beta-N-acetyl-D-hexosaminidase-A/B,P07686|P06865,PROTEIN FAMILY,Homo sapiens,50,71,9606,FALSE
CHEMBL3638347,Protein-arginine deiminase type-6,Q6TGC4,SINGLE PROTEIN,Homo sapiens,6,6,9606,FALSE
CHEMBL4105944,5' exonuclease Apollo,Q9H816,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL3217,"Vacuolar ATP synthase subunit B, kidney isoform",P15313,SINGLE PROTEIN,Homo sapiens,5,5,9606,FALSE
CHEMBL4295722,Probable ATP-dependent RNA helicase DDX5,P17844,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4295730,Receptor-type tyrosine-protein phosphatase zeta,P23471,SINGLE PROTEIN,Homo sapiens,17,43,9606,FALSE
CHEMBL4790,Vacuolar ATP synthase subunit S1,Q15904,SINGLE PROTEIN,Homo sapiens,33,39,9606,FALSE
CHEMBL6052,Transforming protein RhoA,P61586,SINGLE PROTEIN,Homo sapiens,117,190,9606,FALSE
CHEMBL5915,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",P33908,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL3351218,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,O43598,SINGLE PROTEIN,Homo sapiens,25,25,9606,FALSE
CHEMBL1795151,Bis(5'-adenosyl)-triphosphatase,P49789,SINGLE PROTEIN,Homo sapiens,45,95,9606,FALSE
CHEMBL4523346,"Acylpyruvase FAHD1, mitochondrial",Q6P587,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL2728,Beta-glucuronidase,P08236,SINGLE PROTEIN,Homo sapiens,452,536,9606,FALSE
CHEMBL4295975,Ubiquitin carboxyl-terminal hydrolase 25,Q9UHP3,SINGLE PROTEIN,Homo sapiens,251,257,9606,FALSE
CHEMBL3713095,Galactocerebrosidase,P54803,SINGLE PROTEIN,Homo sapiens,1984,1984,9606,FALSE
CHEMBL4680048,Acyl-protein thioesterase 1/2,O75608|O95372,PROTEIN FAMILY,Homo sapiens,2,2,9606,FALSE
CHEMBL4630831,OTU domain-containing protein 3,Q5T2D3,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4295904,Diphosphoinositol polyphosphate phosphohydrolase 3-alpha,Q8NFP7,SINGLE PROTEIN,Homo sapiens,5,12,9606,FALSE
CHEMBL2062350,"ATP synthase subunit beta, mitochondrial",P06576,SINGLE PROTEIN,Homo sapiens,3,5,9606,FALSE
CHEMBL4630861,Ubiquitin carboxyl-terminal hydrolase 36,Q9P275,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL1255139,Ras-related protein Rap-1A,P62834,SINGLE PROTEIN,Homo sapiens,4,5,9606,FALSE
CHEMBL4295664,Tolloid-like protein 1,O43897,SINGLE PROTEIN,Homo sapiens,397,400,9606,FALSE
CHEMBL4523240,Ataxin-3,P54252,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL4630807,Mitofusin-2,O95140,SINGLE PROTEIN,Homo sapiens,5,7,9606,FALSE
CHEMBL4630815,DNA replication licensing factor MCM5,P33992,SINGLE PROTEIN,Homo sapiens,1,3,9606,FALSE
CHEMBL4804256,IL-33 receptor (ST2),Q9NPH3|Q01638,PROTEIN COMPLEX,Homo sapiens,,,9606,FALSE
CHEMBL4523357,Ubiquitin carboxyl-terminal hydrolase 30,Q70CQ3,SINGLE PROTEIN,Homo sapiens,626,937,9606,FALSE
CHEMBL2189134,Alpha/beta hydrolase domain-containing protein 11,Q8NFV4,SINGLE PROTEIN,Homo sapiens,4,4,9606,FALSE
CHEMBL3831290,Sarcoplasmic/endoplasmic reticulum calcium ATPase,Q93084|O14983|P16615,PROTEIN FAMILY,Homo sapiens,,,9606,FALSE
CHEMBL4665591,IL36 receptor,Q9HB29|Q9NPH3,PROTEIN COMPLEX,Homo sapiens,,,9606,FALSE
CHEMBL4295823,Serum paraoxonase/arylesterase 2,Q15165,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL4523419,Serine protease HTRA1,Q92743,SINGLE PROTEIN,Homo sapiens,392,392,9606,FALSE
CHEMBL4295852,5'-nucleotidase domain-containing protein 1,Q5TFE4,SINGLE PROTEIN,Homo sapiens,3,12,9606,FALSE
CHEMBL4295756,V-type proton ATPase catalytic subunit A,P38606,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL3308924,Valacyclovir hydrolase,Q86WA6,SINGLE PROTEIN,Homo sapiens,4,16,9606,FALSE
CHEMBL1786,Inositol-1(or 4)-monophosphatase 1,P29218,SINGLE PROTEIN,Homo sapiens,,,9606,FALSE
CHEMBL3430874,Beta-ureidopropionase,Q9UBR1,SINGLE PROTEIN,Homo sapiens,,,9606,FALSE
CHEMBL5877,Beta-hexosaminidase subunit beta,P07686,SINGLE PROTEIN,Homo sapiens,75,131,9606,FALSE
CHEMBL4523987,Chymotrypsin,Q99895|P17538|P40313|Q6GPI1,PROTEIN FAMILY,Homo sapiens,106,120,9606,FALSE
CHEMBL4295921,7-methylguanosine phosphate-specific 5'-nucleotidase,Q969T7,SINGLE PROTEIN,Homo sapiens,5,28,9606,FALSE
CHEMBL4295824,Serum paraoxonase/lactonase 3,Q15166,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL4523294,Separin,Q14674,SINGLE PROTEIN,Homo sapiens,22,45,9606,FALSE
CHEMBL2169728,Pancreatic lipase-related protein 2,P54317,SINGLE PROTEIN,Homo sapiens,4,17,9606,FALSE
CHEMBL3616363,CCR4-NOT transcription complex subunit 6,Q9ULM6,SINGLE PROTEIN,Homo sapiens,16,16,9606,FALSE
CHEMBL4523646,Rho GTPase-activating protein 35/Transforming protein RhoA,P61586|Q9NRY4,PROTEIN COMPLEX,Homo sapiens,1,1,9606,FALSE
CHEMBL4523485,Klotho,Q9UEF7,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL3217376,Putative N-acetylglucosamine-6-phosphate deacetylase,Q9Y303,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL6163,Chromosome-associated kinesin KIF4A,O95239,SINGLE PROTEIN,Homo sapiens,53,56,9606,FALSE
CHEMBL2007626,DNA dC->dU-editing enzyme APOBEC-3F,Q8IUX4,SINGLE PROTEIN,Homo sapiens,12449,14861,9606,FALSE
CHEMBL4105971,Ras-related protein Rab-10,P61026,SINGLE PROTEIN,Homo sapiens,236,236,9606,FALSE
CHEMBL4295646,Mannan-binding lectin serine protease 2,O00187,SINGLE PROTEIN,Homo sapiens,4,7,9606,FALSE
CHEMBL4523193,General transcription and DNA repair factor IIH helicase subunit XPB,P19447,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL4295995,Tolloid-like protein 2,Q9Y6L7,SINGLE PROTEIN,Homo sapiens,393,396,9606,FALSE
CHEMBL4281,Group IID secretory phospholipase A2,Q9UNK4,SINGLE PROTEIN,Homo sapiens,24,24,9606,FALSE
CHEMBL4295991,ADP-ribose glycohydrolase OARD1,Q9Y530,SINGLE PROTEIN,Homo sapiens,1,2,9606,FALSE
CHEMBL5893,Ribonuclease H1,O60930,SINGLE PROTEIN,Homo sapiens,14,14,9606,FALSE
CHEMBL4105760,Probable ATP-dependent RNA helicase DDX17,Q92841,SINGLE PROTEIN,Homo sapiens,4,4,9606,FALSE
CHEMBL4296245,Eyes absent homolog 3,Q99504,SINGLE PROTEIN,Homo sapiens,14,40,9606,FALSE
CHEMBL4105852,Eukaryotic translation initiation factor 5B,O60841,SINGLE PROTEIN,Homo sapiens,170,170,9606,FALSE
CHEMBL2193,Cerebroside-sulfatase,P15289,SINGLE PROTEIN,Homo sapiens,652,653,9606,FALSE
CHEMBL4105965,Lys-63-specific deubiquitinase BRCC36,P46736,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4523305,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",Q16740,SINGLE PROTEIN,Homo sapiens,12,18,9606,FALSE
CHEMBL2308,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",Q9UKM7,SINGLE PROTEIN,Homo sapiens,30,30,9606,FALSE
CHEMBL4105809,COP9 signalosome complex subunit 5,Q92905,SINGLE PROTEIN,Homo sapiens,35,35,9606,FALSE
CHEMBL4295936,Cancer-related nucleoside-triphosphatase,Q9BSD7,SINGLE PROTEIN,Homo sapiens,1,2,9606,FALSE
CHEMBL4105703,Ras-related protein Rab-6A,P20340,SINGLE PROTEIN,Homo sapiens,230,230,9606,FALSE
CHEMBL4684,Mannosyl-oligosaccharide glucosidase,Q13724,SINGLE PROTEIN,Homo sapiens,8,8,9606,FALSE
CHEMBL3308929,Double-strand break repair protein MRE11A,P49959,SINGLE PROTEIN,Homo sapiens,2,8,9606,FALSE
CHEMBL3903,Beta-mannosidase,O00462,SINGLE PROTEIN,Homo sapiens,56,62,9606,FALSE
CHEMBL3638356,Membrane metallo-endopeptidase-like 1,Q495T6,SINGLE PROTEIN,Homo sapiens,44,65,9606,FALSE
CHEMBL1812,Pancreatic lipase,P16233,SINGLE PROTEIN,Homo sapiens,129,197,9606,FALSE
CHEMBL4105893,Ras-related protein Rab-2A,P61019,SINGLE PROTEIN,Homo sapiens,1,2,9606,FALSE
CHEMBL4296113,PAK 1/CDC42,Q13153|P60953,PROTEIN COMPLEX,Homo sapiens,2,2,9606,FALSE
CHEMBL3219,Cholesterol esterase,P19835,SINGLE PROTEIN,Homo sapiens,20,33,9606,FALSE
CHEMBL4105775,Meprin A subunit alpha,Q16819,SINGLE PROTEIN,Homo sapiens,9,11,9606,FALSE
CHEMBL4295934,ADP-ribose glycohydrolase MACROD1,Q9BQ69,SINGLE PROTEIN,Homo sapiens,16,22,9606,FALSE
CHEMBL4523236,DNA replication ATP-dependent helicase/nuclease DNA2,P51530,SINGLE PROTEIN,Homo sapiens,38,97,9606,FALSE
CHEMBL1741217,DNA dC->dU-editing enzyme APOBEC-3G,Q9HC16,SINGLE PROTEIN,Homo sapiens,9894,12481,9606,FALSE
CHEMBL4523196,Tryptase beta-2,P20231,SINGLE PROTEIN,Homo sapiens,16,22,9606,FALSE
CHEMBL4295967,Diphosphoinositol polyphosphate phosphohydrolase 2,Q9NZJ9,SINGLE PROTEIN,Homo sapiens,5,12,9606,FALSE
CHEMBL3616362,Poly(A)-specific ribonuclease PARN,O95453,SINGLE PROTEIN,Homo sapiens,22,22,9606,FALSE
CHEMBL5027,Flap endonuclease 1,P39748,SINGLE PROTEIN,Homo sapiens,11112,12055,9606,FALSE
CHEMBL2079845,GTPase NRas,P01111,SINGLE PROTEIN,Homo sapiens,3,7,9606,FALSE
CHEMBL2522,Beta-galactosidase,P16278,SINGLE PROTEIN,Homo sapiens,197,339,9606,FALSE
CHEMBL4105783,Probable ATP-dependent RNA helicase DDX6,P26196,SINGLE PROTEIN,Homo sapiens,237,237,9606,FALSE
CHEMBL4105909,ATP-dependent RNA helicase DHX29,Q7Z478,SINGLE PROTEIN,Homo sapiens,17,17,9606,FALSE
CHEMBL4295957,Acyl-coenzyme A thioesterase 13,Q9NPJ3,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL3886123,Thyrotropin-releasing hormone-degrading ectoenzyme,Q9UKU6,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL5463,Acid ceramidase,Q13510,SINGLE PROTEIN,Homo sapiens,285,411,9606,FALSE
CHEMBL5545,Sn1-specific diacylglycerol lipase alpha,Q9Y4D2,SINGLE PROTEIN,Homo sapiens,319,415,9606,FALSE
CHEMBL2682,Epididymis-specific alpha-mannosidase,Q9Y2E5,SINGLE PROTEIN,Homo sapiens,14,14,9606,FALSE
CHEMBL4523267,Dermcidin,P81605,SINGLE PROTEIN,Homo sapiens,4,7,9606,FALSE
CHEMBL4523495,Cytosolic carboxypeptidase 1,Q9UPW5,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4523137,"Serine protease HTRA2, mitochondrial",O43464,SINGLE PROTEIN,Homo sapiens,4,17,9606,FALSE
CHEMBL3885522,Baculoviral IAP repeat-containing protein 3/Mucosa-associated lymphoid tissue lymphoma translocation protein 1,Q13489|Q9UDY8,CHIMERIC PROTEIN,Homo sapiens,7,7,9606,FALSE
CHEMBL4105704,Obg-like ATPase 1,Q9NTK5,SINGLE PROTEIN,Homo sapiens,188,188,9606,FALSE
CHEMBL1932891,Acyl-protein thioesterase 2,O95372,SINGLE PROTEIN,Homo sapiens,12,25,9606,FALSE
CHEMBL4105782,ATP-dependent RNA helicase DDX42,Q86XP3,SINGLE PROTEIN,Homo sapiens,198,198,9606,FALSE
CHEMBL4323,Phospholipase A2 group V,P39877,SINGLE PROTEIN,Homo sapiens,216,232,9606,FALSE
CHEMBL2261,Glyoxalase II,Q16775,SINGLE PROTEIN,Homo sapiens,5,7,9606,FALSE
CHEMBL4523136,Synaptojanin-1,O43426,SINGLE PROTEIN,Homo sapiens,27,48,9606,FALSE
CHEMBL4295987,"Acyl-coenzyme A thioesterase 9, mitochondrial",Q9Y305,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4296016,Nucleolar RNA helicase 2,Q9NR30,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4630848,AMSH-like protease,Q96FJ0,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL5641,"V-type proton ATPase subunit B, brain isoform",P21281,SINGLE PROTEIN,Homo sapiens,2,3,9606,FALSE
CHEMBL1909486,Protein-arginine deiminase type-1,Q9ULC6,SINGLE PROTEIN,Homo sapiens,91,130,9606,FALSE
CHEMBL4105814,ATP-dependent RNA helicase DHX30,Q7L2E3,SINGLE PROTEIN,Homo sapiens,170,170,9606,FALSE
CHEMBL2933,Potassium-transporting ATPase alpha chain 2,P54707,SINGLE PROTEIN,Homo sapiens,82,83,9606,FALSE
CHEMBL4523644,Serine/threonine-protein kinase N1/Transforming protein RhoA,Q16512|P61586,PROTEIN COMPLEX,Homo sapiens,1,1,9606,FALSE
CHEMBL3817723,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",Q6NVY1,SINGLE PROTEIN,Homo sapiens,5,11,9606,FALSE
CHEMBL4523496,Exonuclease 1,Q9UQ84,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4105731,Serine/threonine-protein phosphatase 6 catalytic subunit,O00743,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL2074,Maltase-glucoamylase,O43451,SINGLE PROTEIN,Homo sapiens,322,380,9606,FALSE
CHEMBL4105984,"ADP-ribose pyrophosphatase, mitochondrial",Q9BW91,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4295818,Bleomycin hydrolase,Q13867,SINGLE PROTEIN,Homo sapiens,7,29,9606,FALSE
CHEMBL4523123,Chromodomain-helicase-DNA-binding protein 1,O14646,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4523649,Rho-associated protein kinase 2/Transforming protein RhoA,O75116|P61586,PROTEIN COMPLEX,Homo sapiens,1,1,9606,FALSE
CHEMBL4630820,Ubiquitin carboxyl-terminal hydrolase 11,P51784,SINGLE PROTEIN,Homo sapiens,5,5,9606,FALSE
CHEMBL1293294,Ras-related protein Rab-9A,P51151,SINGLE PROTEIN,Homo sapiens,21980,22488,9606,FALSE
CHEMBL3087,Trehalase,O43280,SINGLE PROTEIN,Homo sapiens,5,5,9606,FALSE
CHEMBL4105957,CCR4-NOT transcription complex subunit 6-like,Q96LI5,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL4523342,"2',5'-phosphodiesterase 12",Q6L8Q7,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL2045,Pancreatic alpha-amylase,P04746,SINGLE PROTEIN,Homo sapiens,69,74,9606,FALSE
CHEMBL4105863,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],P50583,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4630862,Ubiquitin carboxyl-terminal hydrolase 35,Q9P2H5,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL4523234,Granzyme M,P51124,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL4630855,Ataxin-3-like protein,Q9H3M9,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4630845,Josephin-2,Q8TAC2,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4523507,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,Q9Y3Z3,SINGLE PROTEIN,Homo sapiens,2,3,9606,FALSE
CHEMBL4523126,Calpain-9,O14815,SINGLE PROTEIN,Homo sapiens,15,15,9606,FALSE
CHEMBL4523426,Endonuclease 8-like 1,Q96FI4,SINGLE PROTEIN,Homo sapiens,20,41,9606,FALSE
CHEMBL4523264,Endonuclease III-like protein 1,P78549,SINGLE PROTEIN,Homo sapiens,20,51,9606,FALSE
CHEMBL4105742,Chromodomain-helicase-DNA-binding protein 4,Q14839,SINGLE PROTEIN,Homo sapiens,220,220,9606,FALSE
CHEMBL2243,Anandamide amidohydrolase,O00519,SINGLE PROTEIN,Homo sapiens,2450,3378,9606,FALSE
CHEMBL4056,Alpha-mannosidase 2A1,Q16706,SINGLE PROTEIN,Homo sapiens,30,30,9606,FALSE
CHEMBL3277,Uracil-DNA glycosylase,P13051,SINGLE PROTEIN,Homo sapiens,27,29,9606,FALSE
CHEMBL4523645,RhoGEF 1/Transforming protein RhoA,P61586|Q92888,PROTEIN COMPLEX,Homo sapiens,2,12,9606,FALSE
CHEMBL3822353,Patatin-like phospholipase domain-containing protein 2,Q96AD5,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL2287,Phospholipase A2 group 1VD,Q86XP0,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4295883,Deaminated glutathione amidase,Q86X76,SINGLE PROTEIN,Homo sapiens,1,2,9606,FALSE
CHEMBL2401,Sarcoplasmic/endoplasmic reticulum calcium ATPase 3,Q93084,SINGLE PROTEIN,Homo sapiens,5,6,9606,FALSE
CHEMBL4523246,Neurotrypsin,P56730,SINGLE PROTEIN,Homo sapiens,142,142,9606,FALSE
CHEMBL2189124,Arylsulfatase G,Q96EG1,SINGLE PROTEIN,Homo sapiens,1,2,9606,FALSE
CHEMBL4630801,Ubiquitin carboxyl-terminal hydrolase 27,A6NNY8,SINGLE PROTEIN,Homo sapiens,3,3,9606,FALSE
CHEMBL3831242,Cytosolic phospholipase A2 epsilon,Q3MJ16,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4630842,OTU domain-containing protein 6A,Q7L8S5,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4105879,Meprin A subunit beta,Q16820,SINGLE PROTEIN,Homo sapiens,90,94,9606,FALSE
CHEMBL6168,Protein BAT5,O95870,SINGLE PROTEIN,Homo sapiens,26,42,9606,FALSE
CHEMBL4680043,Protein argonaute-2,Q9UKV8,SINGLE PROTEIN,Homo sapiens,4,16,9606,FALSE
CHEMBL4295768,Mannan-binding lectin serine protease 1,P48740,SINGLE PROTEIN,Homo sapiens,3,5,9606,FALSE
CHEMBL4105743,General transcription and DNA repair factor IIH helicase subunit XPD,P18074,SINGLE PROTEIN,Homo sapiens,243,243,9606,FALSE
CHEMBL4523154,Carboxypeptidase D,O75976,SINGLE PROTEIN,Homo sapiens,11,11,9606,FALSE
CHEMBL4802066,Biotinidase,P43251,SINGLE PROTEIN,Homo sapiens,26,27,9606,FALSE
CHEMBL4523151,Ectonucleoside triphosphate diphosphohydrolase 5,O75356,SINGLE PROTEIN,Homo sapiens,162,478,9606,FALSE
CHEMBL2536,Phospholipase D1,Q13393,SINGLE PROTEIN,Homo sapiens,329,469,9606,FALSE
CHEMBL4523623,PDE6D/KRAS,O43924|P01116,PROTEIN-PROTEIN INTERACTION,Homo sapiens,7,21,9606,FALSE
CHEMBL4523362,Aprataxin,Q7Z2E3,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL3879865,Staphylococcal nuclease domain-containing protein 1,Q7KZF4,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL4630843,Deubiquitinase OTUD6B,Q8N6M0,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4630847,Ubiquitin thioesterase OTUB2,Q96DC9,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
