ChEMBL ID,Name,UniProt Accessions,Type,Organism,Compounds,Activities,Tax ID,Species Group Flag
CHEMBL3792271,Probable JmjC domain-containing histone demethylation protein 2C,Q15652,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL2176773,PH-interacting protein,Q8WWQ0,SINGLE PROTEIN,Homo sapiens,59,79,9606,FALSE
CHEMBL4296143,von Hippel-Lindau disease tumor suppressor/Bromodomain-containing protein 2,P25440|P40337,PROTEIN-PROTEIN INTERACTION,Homo sapiens,23,51,9606,FALSE
CHEMBL3784904,Inhibitor of growth protein 2,Q9H160,SINGLE PROTEIN,Homo sapiens,6,6,9606,FALSE
CHEMBL2163176,Lysine-specific demethylase 5C,P41229,SINGLE PROTEIN,Homo sapiens,174,194,9606,FALSE
CHEMBL3038496,Lysine-specific demethylase 7A/7B,Q9UPP1|Q6ZMT4,PROTEIN FAMILY,Homo sapiens,1,2,9606,FALSE
CHEMBL4523509,Spindlin-1,Q9Y657,SINGLE PROTEIN,Homo sapiens,23,66,9606,FALSE
CHEMBL1741220,Bromodomain adjacent to zinc finger domain protein 2B,Q9UIF8,SINGLE PROTEIN,Homo sapiens,55824,56174,9606,FALSE
CHEMBL3879827,Chromodomain Y-like protein,Q9Y232,SINGLE PROTEIN,Homo sapiens,64,97,9606,FALSE
CHEMBL3588731,Bromodomain-containing protein 8,Q9H0E9,SINGLE PROTEIN,Homo sapiens,19,30,9606,FALSE
CHEMBL3430885,Ubiquitin carboxyl-terminal hydrolase 1/WD repeat-containing protein 48,O94782|Q8TAF3,PROTEIN COMPLEX,Homo sapiens,91,104,9606,FALSE
CHEMBL4296145,Cereblon/DNA damage-binding protein 1/Bromodomain-containing protein 4,O60885|Q96SW2|Q16531,PROTEIN-PROTEIN INTERACTION,Homo sapiens,15,27,9606,FALSE
CHEMBL4523325,Spindlin-3,Q5JUX0,SINGLE PROTEIN,Homo sapiens,3,4,9606,FALSE
CHEMBL4296149,von Hippel-Lindau disease tumor suppressor/Elongin-B/Elongin-C/Bromodomain-containing protein 2,P25440|P40337|Q15370|Q15369,PROTEIN-PROTEIN INTERACTION,Homo sapiens,9,20,9606,FALSE
CHEMBL3779761,Chromobox protein homolog 2,Q14781,SINGLE PROTEIN,Homo sapiens,12,12,9606,FALSE
CHEMBL3879857,Chromodomain Y-like protein 2,Q8N8U2,SINGLE PROTEIN,Homo sapiens,102,104,9606,FALSE
CHEMBL4523393,Inactive histone-lysine N-methyltransferase 2E,Q8IZD2,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL1764946,Chromobox protein homolog 7,O95931,SINGLE PROTEIN,Homo sapiens,298,354,9606,FALSE
CHEMBL3588737,Histone-lysine N-methyltransferase PRDM9,Q9NQV7,SINGLE PROTEIN,Homo sapiens,38,39,9606,FALSE
CHEMBL3879852,Tudor domain-containing protein 3,Q9H7E2,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL3709855,AT-rich interactive domain-containing protein 4A,P29374,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL4523719,BRD4/E3 ubiquitin-protein ligase Mdm2,Q00987|O60885,PROTEIN-PROTEIN INTERACTION,Homo sapiens,1,2,9606,FALSE
CHEMBL4879534,Cereblon/Bromodomain-containing protein 9,Q9H8M2|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,6,6,9606,FALSE
CHEMBL4523364,Hepatoma-derived growth factor-related protein 2,Q7Z4V5,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL5896,Lysine-specific demethylase 4A,O75164,SINGLE PROTEIN,Homo sapiens,51769,52204,9606,FALSE
CHEMBL3414405,PH domain leucine-rich repeat-containing protein phosphatase 1,O60346,SINGLE PROTEIN,Homo sapiens,4,30,9606,FALSE
CHEMBL1795184,Protein polybromo-1,Q86U86,SINGLE PROTEIN,Homo sapiens,192,574,9606,FALSE
CHEMBL3885587,Histone acetyltransferase KAT2A/KAT2B,Q92831|Q92830,PROTEIN FAMILY,Homo sapiens,1,1,9606,FALSE
CHEMBL5750,Histone acetyltransferase KAT5,Q92993,SINGLE PROTEIN,Homo sapiens,37,81,9606,FALSE
CHEMBL2424510,E3 ubiquitin-protein ligase UHRF1,Q96T88,SINGLE PROTEIN,Homo sapiens,135,157,9606,FALSE
CHEMBL5501,Histone acetyltransferase GCN5,Q92830,SINGLE PROTEIN,Homo sapiens,13950,14271,9606,FALSE
CHEMBL1938212,Histone lysine demethylase PHF8,Q9UPP1,SINGLE PROTEIN,Homo sapiens,126,150,9606,FALSE
CHEMBL4105737,Bromodomain adjacent to zinc finger domain protein 1A,Q9NRL2,SINGLE PROTEIN,Homo sapiens,31,48,9606,FALSE
CHEMBL4748227,VHL/Transcription activator BRG1,P51532|P40337,PROTEIN-PROTEIN INTERACTION,Homo sapiens,6,12,9606,FALSE
CHEMBL3885588,Histone acetyltransferase p300/Hypoxia-inducible factor 1-alpha,Q09472|Q16665,PROTEIN COMPLEX,Homo sapiens,16,20,9606,FALSE
CHEMBL3085622,Bromodomain-containing protein 7,Q9NPI1,SINGLE PROTEIN,Homo sapiens,83,121,9606,FALSE
CHEMBL1293232,Survival motor neuron protein,Q16637,SINGLE PROTEIN,Homo sapiens,33594,34227,9606,FALSE
CHEMBL4296140,von Hippel-Lindau disease tumor suppressor/Bromodomain-containing protein 4,O60885|P40337,PROTEIN-PROTEIN INTERACTION,Homo sapiens,14,31,9606,FALSE
CHEMBL2176775,ATPase family AAA domain-containing protein 2B,Q9ULI0,SINGLE PROTEIN,Homo sapiens,73,85,9606,FALSE
CHEMBL3137261,PRMT5/MEP50 complex,O14744|Q9BQA1,PROTEIN COMPLEX,Homo sapiens,817,887,9606,FALSE
CHEMBL4296138,Cereblon/Bromodomain-containing protein 4,O60885|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,18,61,9606,FALSE
CHEMBL4523722,BRD4/E3 ubiquitin-protein ligase XIAP,P98170|O60885,PROTEIN-PROTEIN INTERACTION,Homo sapiens,1,2,9606,FALSE
CHEMBL3108638,Transcription intermediary factor 1-alpha,O15164,SINGLE PROTEIN,Homo sapiens,1208,1343,9606,FALSE
CHEMBL3132741,Peregrin,P55201,SINGLE PROTEIN,Homo sapiens,1272,1507,9606,FALSE
CHEMBL1992,DNA (cytosine-5)-methyltransferase 3A,Q9Y6K1,SINGLE PROTEIN,Homo sapiens,156,291,9606,FALSE
CHEMBL1293289,Bromodomain-containing protein 2,P25440,SINGLE PROTEIN,Homo sapiens,656,1185,9606,FALSE
CHEMBL4523321,Spindlin-4,Q56A73,SINGLE PROTEIN,Homo sapiens,3,4,9606,FALSE
CHEMBL3883320,Histone-lysine N-methyltransferase 2A/WDR5,P61964|Q03164,PROTEIN-PROTEIN INTERACTION,Homo sapiens,74,98,9606,FALSE
CHEMBL3108649,Methylosome protein 50,Q9BQA1,SINGLE PROTEIN,Homo sapiens,2,2,9606,FALSE
CHEMBL4296134,Cereblon/Cullin-4A/Bromodomain-containing protein 2,P25440|Q96SW2|Q13619,PROTEIN-PROTEIN INTERACTION,Homo sapiens,19,31,9606,FALSE
CHEMBL6151,Serine/threonine-protein kinase 31,Q9BXU1,SINGLE PROTEIN,Homo sapiens,1,1,9606,FALSE
CHEMBL4523752,Protein cereblon/Bromodomain-containing protein 2,P25440|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,1,1,9606,FALSE
CHEMBL3137291,DNMT3A2/3L complex,Q9Y6K1|Q9UJW3,PROTEIN COMPLEX,Homo sapiens,36,42,9606,FALSE
CHEMBL3769297,Transcription intermediary factor 1-beta,Q13263,SINGLE PROTEIN,Homo sapiens,19,21,9606,FALSE
CHEMBL3883300,CREB-binding protein/Histone acetyltransferase p300,Q09472|Q92793,PROTEIN FAMILY,Homo sapiens,242,341,9606,FALSE
CHEMBL3784,Histone acetyltransferase p300,Q09472,SINGLE PROTEIN,Homo sapiens,697,1074,9606,FALSE
CHEMBL4296135,Cereblon/Cullin-4A/Bromodomain-containing protein 3,Q15059|Q96SW2|Q13619,PROTEIN-PROTEIN INTERACTION,Homo sapiens,19,31,9606,FALSE
CHEMBL2424504,Lysine-specific demethylase 5A,P29375,SINGLE PROTEIN,Homo sapiens,610,833,9606,FALSE
CHEMBL4523707,Protein cereblon/Histone acetyltransferase KAT2A,Q92830|Q96SW2,PROTEIN-PROTEIN INTERACTION,Homo sapiens,1,2,9606,FALSE
CHEMBL6095,DNA (cytosine-5)-methyltransferase 3B,Q9UBC3,SINGLE PROTEIN,Homo sapiens,107,140,9606,FALSE
